,Season,Name,Age,Age_Squared,Min,Height,Aerial_duels_per90,Assists_per90,Goals_per90,Squad,Median Transfer Fee for previous 3 seasons (Euro Millions),market_value_in_eur,Position_central defensive midfield,Position_central defensive midfielder,Position_centre midfield,Position_centreback,Position_fullback,Position_goalkeeper,Position_side midfield,Position_striker,Position_winger,country_of_citizenship_Albania,country_of_citizenship_Algeria,country_of_citizenship_Argentina,country_of_citizenship_Belgium,country_of_citizenship_Brazil,country_of_citizenship_Burkina Faso,country_of_citizenship_Canada,country_of_citizenship_Colombia,country_of_citizenship_Cote d'Ivoire,country_of_citizenship_Curacao,country_of_citizenship_DR Congo,country_of_citizenship_Denmark,country_of_citizenship_Dominican Republic,country_of_citizenship_Egypt,country_of_citizenship_England,country_of_citizenship_France,country_of_citizenship_Germany,country_of_citizenship_Ghana,country_of_citizenship_Greece,country_of_citizenship_Guinea,country_of_citizenship_Ireland,country_of_citizenship_Israel,country_of_citizenship_Jamaica,country_of_citizenship_Japan,country_of_citizenship_Kenya,country_of_citizenship_Mali,country_of_citizenship_Morocco,country_of_citizenship_Netherlands,country_of_citizenship_New Zealand,country_of_citizenship_Nigeria,country_of_citizenship_Northern Ireland,country_of_citizenship_Norway,country_of_citizenship_Philippines,country_of_citizenship_Poland,country_of_citizenship_Portugal,country_of_citizenship_Scotland,country_of_citizenship_Senegal,country_of_citizenship_Serbia,country_of_citizenship_Slovakia,country_of_citizenship_Spain,country_of_citizenship_Sweden,country_of_citizenship_Switzerland,country_of_citizenship_Tunisia,country_of_citizenship_Ukraine,country_of_citizenship_United States,country_of_citizenship_Uruguay,country_of_citizenship_Venezuela,country_of_citizenship_Wales,country_of_citizenship_Zambia,foot_Both,foot_Left,foot_Right
481,2020-2021,Ainsley Maitland-Niles,22,484,1720.0,180.0,0.9205190592051904,0.0,0.0,Arsenal FC,3.5,16000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
486,2017-2018,Philip Billing,21,441,764.0,192.0,2.9411764705882355,0.0,0.0,Huddersfield Town,0.6,2500000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
487,2018-2019,Philip Billing,22,484,2188.0,192.0,3.539094650205761,0.0,0.08,Huddersfield Town,0.6,7000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
488,2019-2020,Philip Billing,23,529,2530.0,192.0,3.950177935943061,0.04,0.04,AFC Bournemouth,8.95,14500000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
490,2018-2019,Joe Bennett,28,784,2639.0,177.0,1.1604095563139931,0.03,0.0,Cardiff City,0.0,3000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
491,2018-2019,Joe Bennett,28,784,2639.0,177.0,1.1604095563139931,0.03,0.0,Cardiff City,0.0,3000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
492,2018-2019,Leandro Bacuna,26,676,561.0,187.0,2.2878305413263185,0.0,0.0,Cardiff City,0.0,3000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
493,2017-2018,Aaron Lennon,30,900,1911.0,165.0,0.8907624633431084,0.16,0.0,Burnley FC,10.8,5000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
494,2018-2019,Aaron Lennon,31,961,1215.0,165.0,0.074074074074074,0.07,0.07,Burnley FC,8.0,5000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
495,2019-2020,Aaron Lennon,32,1024,496.0,165.0,0.3636363636363636,0.0,0.0,Burnley FC,8.4,2400000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
497,2018-2019,Bernd Leno,26,676,2836.0,190.0,0.2222222222222222,0.0,0.0,Arsenal FC,11.0,30000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
498,2018-2019,Bernd Leno,26,676,2836.0,190.0,0.2222222222222222,0.0,0.0,Arsenal FC,11.0,30000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
499,2019-2020,Bernd Leno,27,729,2649.0,190.0,0.272108843537415,0.0,0.0,Arsenal FC,7.85,28000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500,2019-2020,Bernd Leno,27,729,2649.0,190.0,0.272108843537415,0.0,0.0,Arsenal FC,7.85,28000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,2020-2021,Bernd Leno,28,784,3131.0,190.0,0.2873563218390805,0.0,0.0,Arsenal FC,3.5,22000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
502,2020-2021,Bernd Leno,28,784,3131.0,190.0,0.2873563218390805,0.0,0.0,Arsenal FC,3.5,22000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
507,2017-2018,Dwight Gayle,26,676,1958.0,177.0,3.073394495412844,0.14,0.28,Newcastle United,1.7,10000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
508,2019-2020,Dwight Gayle,28,784,850.0,177.0,2.234042553191489,0.21,0.42,Newcastle United,3.05,9500000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
509,2020-2021,Dwight Gayle,29,841,514.0,177.0,1.9298245614035088,0.18,0.18,Newcastle United,4.0,4000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
511,2020-2021,Alex Telles,27,729,690.0,181.0,4.017017465293328,0.26,0.0,Manchester United,7.275,20000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
513,2019-2020,Steven Alzate,20,400,1188.0,180.0,0.6818181818181819,0.0,0.0,Brighton & Hove Albion,1.45,2300000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
514,2019-2020,Steven Alzate,20,400,1188.0,180.0,0.6818181818181819,0.0,0.0,Brighton & Hove Albion,1.45,2300000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
515,2020-2021,Steven Alzate,21,441,896.0,180.0,0.7,0.0,0.1,Brighton & Hove Albion,1.7,6000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
516,2020-2021,Steven Alzate,21,441,896.0,180.0,0.7,0.0,0.1,Brighton & Hove Albion,1.7,6000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
519,2017-2018,Serge Aurier,24,576,1429.0,176.0,3.0188679245283017,0.13,0.13,Tottenham Hotspur,8.75,20000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
520,2018-2019,Serge Aurier,25,625,564.0,176.0,1.9047619047619049,0.32,0.0,Tottenham Hotspur,9.4,18000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
521,2019-2020,Serge Aurier,26,676,2700.0,176.0,2.333333333333333,0.17,0.03,Tottenham Hotspur,14.0,16000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
522,2020-2021,Serge Aurier,27,729,1605.0,176.0,2.02247191011236,0.17,0.11,Tottenham Hotspur,11.15,20000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
524,2017-2018,Ayoze Pérez,24,576,2492.0,179.0,1.552346570397112,0.18,0.29,Newcastle United,1.7,10000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
525,2017-2018,Ayoze Pérez,24,576,2492.0,179.0,1.552346570397112,0.18,0.29,Newcastle United,1.7,10000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
526,2018-2019,Ayoze Pérez,25,625,2917.0,179.0,0.8024691358024691,0.06,0.37,Newcastle United,3.05,20000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
527,2018-2019,Ayoze Pérez,25,625,2917.0,179.0,0.8024691358024691,0.06,0.37,Newcastle United,3.05,20000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
528,2019-2020,Ayoze Pérez,26,676,2004.0,179.0,1.0762331838565022,0.18,0.36,Leicester City,13.25,24000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
529,2019-2020,Ayoze Pérez,26,676,2004.0,179.0,1.0762331838565022,0.18,0.36,Leicester City,13.25,24000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
530,2020-2021,Ayoze Pérez,27,729,1331.0,179.0,0.8108108108108107,0.07,0.14,Leicester City,13.25,18000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
531,2020-2021,Ayoze Pérez,27,729,1331.0,179.0,0.8108108108108107,0.07,0.14,Leicester City,13.25,18000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
536,2017-2018,Robbie Brady,25,625,1277.0,178.0,0.6338028169014085,0.14,0.07,Burnley FC,10.8,10000000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
537,2017-2018,Robbie Brady,25,625,1277.0,178.0,0.6338028169014085,0.14,0.07,Burnley FC,10.8,10000000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
538,2018-2019,Robbie Brady,26,676,720.0,178.0,1.375,0.12,0.0,Burnley FC,8.0,8000000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
539,2018-2019,Robbie Brady,26,676,720.0,178.0,1.375,0.12,0.0,Burnley FC,8.0,8000000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
540,2019-2020,Robbie Brady,27,729,454.0,178.0,2.4,0.4,0.2,Burnley FC,8.4,4800000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
541,2019-2020,Robbie Brady,27,729,454.0,178.0,2.4,0.4,0.2,Burnley FC,8.4,4800000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
542,2020-2021,Robbie Brady,28,784,1052.0,178.0,1.623931623931624,0.09,0.09,Burnley FC,8.0,3000000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
543,2020-2021,Robbie Brady,28,784,1052.0,178.0,1.623931623931624,0.09,0.09,Burnley FC,8.0,3000000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
544,2017-2018,Charlie Austin,28,784,1037.0,188.0,3.3043478260869565,0.0,0.61,Southampton FC,15.25,10000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
545,2018-2019,Charlie Austin,29,841,983.0,188.0,3.853211009174312,0.18,0.18,Southampton FC,13.7,8000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
546,2020-2021,Charlie Austin,31,961,138.0,188.0,5.210191082802548,0.0,0.0,West Bromwich Albion,3.8,2000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
555,2019-2020,Aaron Ramsdale,21,441,3330.0,195.0,0.2702702702702703,0.03,0.0,AFC Bournemouth,8.95,12500000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
556,2019-2020,Aaron Ramsdale,21,441,3330.0,195.0,0.2702702702702703,0.03,0.0,AFC Bournemouth,8.95,12500000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
557,2020-2021,Aaron Ramsdale,22,484,3420.0,195.0,0.2105263157894736,0.0,0.0,Sheffield United,0.175,12000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
558,2020-2021,Aaron Ramsdale,22,484,3420.0,195.0,0.2105263157894736,0.0,0.0,Sheffield United,0.175,12000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
563,2017-2018,James Milner,31,961,1775.0,176.0,1.16751269035533,0.15,0.0,Liverpool FC,5.85,15000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
564,2018-2019,James Milner,32,1024,1789.0,176.0,0.9547738693467336,0.2,0.25,Liverpool FC,5.85,15000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
565,2019-2020,James Milner,33,1089,937.0,176.0,1.25,0.19,0.19,Liverpool FC,7.2,6500000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
566,2020-2021,James Milner,34,1156,1070.0,176.0,2.016806722689076,0.08,0.0,Liverpool FC,9.6,3000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
569,2018-2019,Grady Diangana,20,400,609.0,168.0,1.0294117647058825,0.15,0.0,West Ham United,7.65,5000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
570,2020-2021,Grady Diangana,22,484,1235.0,168.0,1.6058394160583942,0.0,0.07,West Bromwich Albion,3.8,10000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
571,2017-2018,Andrew Surman,30,900,1856.0,178.0,1.5533980582524272,0.24,0.1,AFC Bournemouth,3.5,2500000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
572,2018-2019,Andrew Surman,31,961,1439.0,178.0,1.1875,0.0,0.0,AFC Bournemouth,3.5,2500000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
573,2019-2020,Andrew Surman,32,1024,235.0,178.0,1.5384615384615383,0.0,0.0,AFC Bournemouth,8.95,1600000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
574,2017-2018,Phil Jagielka,34,1156,2065.0,180.0,2.838427947598253,0.0,0.0,Everton FC,9.3,1500000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
575,2018-2019,Phil Jagielka,35,1225,331.0,180.0,3.783783783783784,0.0,0.27,Everton FC,9.0,1000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
576,2019-2020,Phil Jagielka,36,1296,244.0,180.0,5.555555555555555,0.0,0.0,Sheffield United,0.175,800000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
577,2020-2021,Phil Jagielka,37,1369,526.0,180.0,2.241379310344828,0.0,0.0,Sheffield United,0.175,250000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
578,2017-2018,James Tomkins,28,784,2387.0,190.0,4.339622641509434,0.0,0.11,Crystal Palace,5.05,8000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
579,2017-2018,James Tomkins,28,784,2387.0,190.0,4.339622641509434,0.0,0.11,Crystal Palace,5.05,8000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
580,2017-2018,James Tomkins,28,784,2387.0,190.0,4.339622641509434,0.0,0.11,Crystal Palace,5.05,8000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
581,2018-2019,James Tomkins,29,841,2560.0,190.0,3.204225352112676,0.04,0.04,Crystal Palace,4.7,8000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
582,2018-2019,James Tomkins,29,841,2560.0,190.0,3.204225352112676,0.04,0.04,Crystal Palace,4.7,8000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
583,2018-2019,James Tomkins,29,841,2560.0,190.0,3.204225352112676,0.04,0.04,Crystal Palace,4.7,8000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
